id,location_name,location_url,location_zip,location_address,room_number,location_phone,locations_hours,services,services_contact,eligibility,how_best_to_access,category,search_keywords,organization
334,Highland Park ,http://www.womeninfantschildrenoffice.com/wic-highland-park-wc1948,90042,"6512 N. Figueroa Los Angeles, CA",,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm"," This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
335,Angelus Plaza ,http://www.womeninfantschildrenoffice.com/los-angeles-california-wic-clinics-wcc261,90023,3648 E. Olympic Blvd.Los Angeles,,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm"," This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
336,Marengo ,http://www.womeninfantschildrenoffice.com/los-angeles-california-wic-clinics-wcc261,90033,2032 Marengo St. Los Angeles CA,,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm","This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
337,Avenue 43,http://www.womeninfantschildrenoffice.com/los-angeles-california-wic-clinics-wcc261,90031,4302-05 N. Figueroa St. Los Angeles CA,,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm","This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
338,Inglewood,http://www.womeninfantschildrenoffice.com/wic-inglewood-wc1938,90301,100 S Market St. Inglewood CA,,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm","This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
339,Carson ,http://www.womeninfantschildrenoffice.com/wic-carson-wc1915,90745,"860 E. Carson St. Carson, CA",,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm","This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
340,Echo Park ,http://www.womeninfantschildrenoffice.com/los-angeles-california-wic-clinics-wcc261,90026,1311 Glendale Blvd. Los Angeles CA,,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm"," This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
341,Washington ,http://www.womeninfantschildrenoffice.com/los-angeles-california-wic-clinics-wcc261,90007,"1637 West Washington Blvd. Los Angeles, CA",,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm"," This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
342,Los Angeles,,90007,1649 West Washington Blvd. Los Angeles,,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm"," This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
343,Torrance WIC,,90501,1640 W Carson St. Torrance CA,,888.942.2229,"Monday, Tuesday and Thursaday: 9:15 am - 5:30pmWednesday: 11:00 am - 7:15pmFriday:10:00 am - 5:30pm"," This WIC location can assist you with questions or issues with the California Women Infants and Children program, including questions about how to apply for WIC.",,"Women -Pregnant (during pregnancy and up to 6 weeks after the birth of an infant or the end of the pregnancyPostpartum (up to six months after the birth of  the infant or the end of the pregnancy)Breastfeeding (up to the infant's first birthday)Infants (up to the infant's first birthday)Children (up to the child's fifth birthday)Applicants must live in the State in which they apply.To be eligible for WIC, applicants must have income at or below an income level or standard set by the State agency or be determined automatically income-eligible based on participation in certain programs.",Contact the WIC State or local agency serving your area to schedule an appointment.  Applicants will be advised about what to bring to the WIC appointment to help determine eligibility.,Expecting and Parenting,WIC,WIC
344,My Friend's Place,http://myfriendsplace.org/,90028,"5850 Hollywood Blvd. Los Angeles, CA",,323.908.0011,Monday -Friday   9:00 a.m. – 5:30 p.m.,The Safe Haven Program provides daytime shelter and basic needs services to youth living on the streets. These emergency necessities alleviate the demands of survival that often distract youth from engaging in educational or health-related activities that ultimately lead to stability,,Homeless youth between 12 and 25,,Living,Shelters,My Friend's Place
345,Dream Center ,http://www.dreamcenter.org/,90026,"2301 Bellevue Ave, Los Angeles, CA",,213.273.7000,,"The Dream Center is a volunteer-driven organization that finds and fills the needs of over 80,000 individuals and families each month. We do this through mobile hunger relief and medical programs, residential rehabilitation programs adults, a shelter for victims of human trafficking, transitional housing for homeless families, foster care intervention programs, job skills training, life skills, counseling, basic education, Bible studies and more. We work to meet people where they are at, to bring them hope and a way off the streets.",THP Coordinator213.273.7174,Ages 18-23. Must been a ward of the state in foster care or probation.,,Expecting and Parenting,Family Housing,Dream Center 
346,Dream Center ,http://www.dreamcenter.org/,90026,"2301 Bellevue Ave, Los Angeles, CA",,213.273.7000,,"The Dream Center is a volunteer-driven organization that finds and fills the needs of over 80,000 individuals and families each month. We do this through mobile hunger relief and medical programs, residential rehabilitation programs adults, a shelter for victims of human trafficking, transitional housing for homeless families, foster care intervention programs, job skills training, life skills, counseling, basic education, Bible studies and more. We work to meet people where they are at, to bring them hope and a way off the streets.",THP Coordinator213.273.7174,Ages 18-23. Must been a ward of the state in foster care or probation.,,Living,Transitional Housing,Dream Center 
347,Angel After Glow Motel Shelter,,90044,"6521 S. Vermont Ave. Los Angeles, CA",,323.868.8181,,,,,,Living,Shelters,Angel After Glow Motel Shelter
348,APA Don King,,90003,"8770 S. Broadway Los Angeles, CA",,,," Promotes self-sufficiency by providing emergency shelter, transitional housing, meals and other supportive services to homeless individuals.",,,,Living,Shelters,APA Don King
349,At The Fountain Transitional Living,http://atthefountaintl.org/ourmission.html,90221,"2515 N. Santa Fe Avenue Compton, CA",,310.631.1600,,"Offers affordable housing facilities, in a shared living environment, for men women and families.",,,,Living,Shelters,At The Fountain Transitional Living
350,Catholic Charities of LA- Angel's Flight Runaway,http://catholiccharitiesla.org/what-we-do/guide-children-and-teens/angels-flight-for-runaway-and-homeless-youth/,90057,"357 S. Westlake Ave. Los Angeles, CA",,800.833.2499,"Monday, Wednesday-Friday: 10:00am to 12:00pm; 1:00pm to 3:00pm.","Drop-in center and an outreach component, with services focused on emotional healing, growth and empowerment. Substance abuse treatment and recovery, mental health counseling, food and toiletries, job search guidance, gang prevention and intervention, tutoring, art, dance and music instruction are central program services.",,,,Living,SheltersFood|Transitional Housing,Catholic Charities of LA- Angel's Flight Runaway
351,Catholic Charities of LA- Angel's Flight Runaway,http://catholiccharitiesla.org/what-we-do/guide-children-and-teens/angels-flight-for-runaway-and-homeless-youth/,90057,"357 S. Westlake Ave. Los Angeles, CA",,800.833.2499,"Monday, Wednesday-Friday: 10:00am to 12:00pm; 1:00pm to 3:00pm.","Drop-in center and an outreach component, with services focused on emotional healing, growth and empowerment. Substance abuse treatment and recovery, mental health counseling, food and toiletries, job search guidance, gang prevention and intervention, tutoring, art, dance and music instruction are central program services.",,,,Health,Counseling/Therapy|Substance Abuse,Catholic Charities of LA- Angel's Flight Runaway
352,Catholic Charities of LA- Angel's Flight Runaway,http://catholiccharitiesla.org/what-we-do/guide-children-and-teens/angels-flight-for-runaway-and-homeless-youth/,90057,"357 S. Westlake Ave. Los Angeles, CA",,800.833.2499,"Monday, Wednesday-Friday: 10:00am to 12:00pm; 1:00pm to 3:00pm.","Drop-in center and an outreach component, with services focused on emotional healing, growth and empowerment. Substance abuse treatment and recovery, mental health counseling, food and toiletries, job search guidance, gang prevention and intervention, tutoring, art, dance and music instruction are central program services.",,,,Work,Job Training,Catholic Charities of LA- Angel's Flight Runaway
353,Compton Welfare Rights,,90220,"528 W. Almond St. Compton, CA",,310.631.5193,,"At the shelter, residents participate in a 60 day series geared towards future stability and self-sufficiency.",,Homeless women and women with children age 10 or younger,,Living,Shelters|Transitional Housing,Compton Welfare Rights
354,Downtown Women's Center,http://www.downtownwomenscenter.org/,90013,"442 S. San Pedro St. Los Angeles, CA",,213.680.0600,,"119 on-site apartments, offering permanent supportive housing and a compassionate environment to women who have experienced chronic homelessness.",,Homeless women,,Living,Permanent Housing,Downtown Women's Center
355,Emmanuel Baptist Rescue Mission,http://www.ebrm.org/,90013,"530 E 5th St. Los Angeles, CA",,231..626.4681,,"Provides temporary shelter, hot meals and shares the Gospel of Jesus Christ to those persons that find themselves without home",,,,Living,Shelters|Food,Emmanuel Baptist Rescue Mission
356,Fred Jordan Mission,https://fjm.org/,90013,"445 Towne Ave. Los Angeles, CA",,(626) 915-1981,,,,,,Living,Transitional Housing,Fred Jordan Mission
357,Friends Helping Friends LA Transitional Housing,http://friendshelpingfriendsla.org/,90018,"3701 Cherrywood Ave Los Angeles, CA",,323.293.9778,,,,,,Living,Shelters|Transitional Housing,Friends Helping Friends LA Transitional Housing
358,Higher Goals Inc.,http://www.highergoals.org/,90044,"10510 S. Vermont Ave. Los Angeles, CA",,,,,,,,Living,Shelters,Higher Goals Inc.
359,His Sheltering Arms Inc.,,90061,"11101 S. Main St.  Los Angeles, CA",,(323) 755-6646,,,,,,Living,Shelters,His Sheltering Arms Inc.
360,Hope Refuge,http://www.hoperefuge.org/,90018,"4003 W. Adams Blvd. Los Angeles, CA",,323.786.2413,,,,,,Living,Shelters,Hope Refuge
361,Houses That Watts Built,http://www.thehousesthatwattsbuilt.org/,90061,"11303 Avalon Blvd. Los Angeles, CA",,323.455.0897,,,,,,Living,Shelters,Houses That Watts Built
362,HPRP- Compton,,90220,"205 S. Willowbrook Ave. Compton, CA",,310.605.5527,,,,,,Living,Shelters,Homeless Prevention and Rapid Re-Housing (HPRP)
363,HPRP- Lynwood,,90262,"11330 Bullis Rd. Lynwood, CA",,310.603.0220,,,,,,Living,Shelters,Homeless Prevention and Rapid Re-Housing (HPRP)
364,HPRP- Pasadena,,91103,"649 N. Fair Oaks Ave. Pasadena, CA",,,,,,,,Living,Shelters,Homeless Prevention and Rapid Re-Housing (HPRP)
365,Jordan's Disciples Community Service,http://www.jordansdisciplescommunityservice.org/,90059,"618 E. Lanzit Ave. Los Angeles, CA",,323.392.7653,,,,,,Living,Shelters,Jordan's Disciples Community Service
366,Jordan's Transitional Shelter,,90221,"1616 E. Pine Street Compton, CA",,323.577.5941 or 424.785.7781,,,,,,Living,Shelters,Jordan's Transitional Shelter
367,LA Gay and Lesbian Center- Highland Annez,http://www.lalgbtcenter.org/,90038,"1220 N. Highland Ave. Los Angeles, CA",,323.860.2280,,,,,,Living,Shelters,LA Gay and Lesbian Center- Highland Annez
368,Lamp Community ,http://www.lampcommunity.org/,90013,"526 San Pedro St. Los Angeles,",,213.488.9559,,,,,,Living,Shelters,Lamp Community
369,Lillie of the Valley Homeless Shelter Transitional,,90047,"8311 S. Western Ave. Los Angeles, CA 90047",,323.753.1900,,,,,,Living,Shelters,Lillie of the Valley Homeless Shelter Transitional
370,Los Angeles Mission,https://losangelesmission.org/,90060,"303 East 5th Street Los Angeles, CA",,213.629.1227,,,,,,Living,Shelters,Los Angeles Mission
371,Mission of Faith Outreach Shelter,,90002,"9558 Compton Ave. Los Angeles, CA",,626.393.7448,,,,,,Living,Shelters,Mission of Faith Outreach Shelter
372,MJB Recovery Inc.,,90061,"11152 S. Main St. Los Angeles, CA",,323.777.2491,,,,,,Living,Shelters,MJB Recovery Inc.
373,One Nation Ministries ,,90262,"11155 Atlantic Ave. Lynwood, CA",,562.804.4157,,,,,,Living,Shelters,One Nation Ministries
374,Society of St. Vincent de Paul- Social Services Dept.,https://www.svdpusa.org/,90013,"231 Winston St. Los Angeles, CA",,213.229.9971,,,,,,Living,Shelters,Society of St. Vincent de Paul- Social Services Dept.
375,Sunshine Mission for Women,,90007,"2600 South Hoover Street Los Angeles, CA",,213.747.7419,,,,,,Living,Shelters,Sunshine Mission for Women
376,Team Housing ,,90221,"102 N. Poinsettia Ave. Suite 206 Compton, CA",,310.631.9516,,,,,,Living,Shelters,Team Housing
377,Testimonial Community Love Center,http://www.testimonialclc.org/,90062,"5721 S. Western Ave. Los Angeles, CA",,323.291.6753,,,,,,Living,Shelters,Testimonial Community Love Center
378,Union Rescue Mission,http://urm.org/,90013,"545 S San Pedro St. Los Angeles, CA",,213.347.6300,,,,,,Living,Shelters,Union Rescue Mission
379,Volunteers of America-Pathways to Home,http://www.voa.org/,90037,"3804 Broadway Pl. Los Angeles, CA",,213.798.9440,,,,,,Living,Shelters,Volunteers of America-Pathways to Home
380,Williams K. Foundation,http://www.williamkwarrenfoundation.org/,90047,"1505 W. 70th St. Los Angeles, CA 90047",,323.758.7293,,,,,,Living,Shelters,Williams K. Foundation
381,WLCAC Homeless Access Center,http://www.wlcac.org/homeless-services,90059,"958 E. 108th St. Los Angeles, CA",,323.563.4721,,,,,,Living,Shelters,WLCAC Homeless Access Center
382,Filipino American Service Group Inc.,http://www.fasgi.org/,90026,"135 N. Park View St. Los Angeles, CA",,213.487.9806,,,,,,Living,Shelters,Filipino American Service Group Inc.
383,Good Shepherd Center for Homeless Women,http://gschomeless.org/2013/,90026,"1671 Beverly Blvd. Los Angeles, CA",,213.235.1460,,,,,,Living,Shelters,Good Shepherd Center for Homeless Women
384,Good Shepherd Center for Homeless Women,http://gschomeless.org/2013/,90026,"267 N. Belmont Ave. Los Angeles, CA",,213.250.5241,,,,,,Living,Shelters,Good Shepherd Center for Homeless Women
385,Hope for Homeless Youth,http://www.hopeforhomelessyouth.org/,90026,"626 Coronado Terrace  Los Angeles, CA",,213.353.0775,,,,,,Living,Shelters,Hope for Homeless Youth
386,Jovenes Inc.- La Posada Shelter,http://www.jovenesinc.org/,90033,"1320 Pleasant Ave. Los Angeles, CA",,323.260.8035,,,,,,Living,Shelters,Jovenes Inc. - La Posada Shelter
387,Jovenes Inc.,http://www.jovenesinc.org/#0,90033,"1208 Pleasant Ave, Los Angeles, CA",,323.260.8035,,,,"Ages 18-25 and homeless, at-risk",,Living,Shelters,Jovenes Inc.
388,Proyecto Pastoral at Dolores Mission: Women's Shelter ,http://www.proyectopastoral.org/,90033,"135 N. Mission Rd. Los Angeles, CA",,323.604.9985,,"In partnership with the Los Angeles Homeless Services Authority, former Supervisor Gloria Molina, the Department of Mental Health, and other agencies, Proyecto Pastoral recently established a pilot Women’s Shelter to house vulnerable homeless women currently seeking protection near La Placita Church and in the Boyle Heights community.",,Homeless women,,Living,Shelters,Proyecto Pastoral at Dolores Mission
389,Proyecto Pastoral at Dolores Mission: Men's Shelter ,http://www.proyectopastoral.org/,90033,"171 S. Gless St. Los Angeles, CA",,323.881.0032,,"For more than 20 years we have been providing 90-day temporary shelter and meals to homeless men. The Guadalupe Homeless Project is the only men’s shelter in East Los Angeles and responds to the needs of a particularly vulnerable segment of society. GHP not only provides men with a safe place to dwell, but also teaches clients to take initiative for their own success and to measure this success in terms of the goals they have defined. As a requirement for receiving services through GHP, clients commit to taking proactive steps to transition into permanent housing with the assistance of trained staff and volunteers. Clients meet regularly with their Case Manager to assess progress on their goals, discuss challenges and receive resources and support to achieve independent living.",,Homeless men,,Living,Shelters,Proyecto Pastoral at Dolores Mission
390,La Guarderia,http://www.proyectopastoral.org/program_earlychildhood.php,90033,"157 S. Gless St. Los Angeles, CA",,323.881.0010,7:00 am - 5:30 pm,"Proyecto Pastoral's Early Childhood Education Centers include two sites, Centro de Alegria and La Guarderia. Our Program provides quality free to low-cost early education and preschool services for over one hundred children, ages 18 months to 5 years.",,,,Expecting and Parenting,Childcare,Proyecto Pastoral at Dolores Mission
391,Centro de Alegria,http://www.proyectopastoral.org/program_earlychildhood.php,90033,"420 N. Sotos St. Los Angeles, CA",,323.446.0067,7:00 am - 5:30 pm,"Proyecto Pastoral's Early Childhood Education Centers include two sites, Centro de Alegria and La Guarderia. Our Program provides quality free to low-cost early education and preschool services for over one hundred children, ages 18 months to 5 years.",,,,Expecting and Parenting,Childcare,Proyecto Pastoral at Dolores Mission
392,Hathaway-Sycamores,http://www.hathaway-sycamores.org/,91104,"851 North Oakland Ave. Pasadena, CA",,626.831.6808,Orientation: Tuesdays 3:00 – 5:00 pm,Transitional Independent Living Services for youth emancipating from the foster care system provide housing and help to acquire the skills young people need to live independently.,Susana Mendoza 626.831.6808,"Ages 18- 21 years old who were in foster or probation care some time after their 14th birthday. These youth need to be at-risk for homelessness, to have completed high school and must be eligible for mental health services through Medi-Cal funding. Youth are required to function independently without direct staff supervision.","To learn about the application process, check out the following link: http://www.hathaway-sycamores.org/wp-content/uploads/2011/07/TILP-Orientation-April-2013.pdf",Living,Transitional Housing,Hathaway-Sycamores
393,Door of Hope ,http://www.doorofhopecc.org/,90022,"1325 S Atlantic Blvd., Los Angeles, CA",,626.304.9130,,,,,,Living,Shelters|Transitional Housing,Door of Hope
394,Youth Moving On (YMO) Transitional Housing,youthmovingon.org,91104,"456 E Orange Grove  Suite 140 Pasadena, CA",,626.765.6010,,"Our transitional housing program trains youth in the basics of independent living with daily support and advocacy from a multidisciplinary on-site team.  Although there is no time limit on how long youth can stay at YMO, youth create a two-year plan for reaching permanency.  Our single-site model is the only one of its kind in L.A. County.  Each week youth take part in individual therapeutic services, case management, independent life skills, and community building activities.    ",Jessica Petras626.765.6010jpetras@hillsides.org,"Ages 18-26, former foster youth","Call the Peer Resource Center: 626.765.6010  to attend an orientation, Thursdays at 4:00 PM.",Living,Transitional Housing,Youth Moving On (YMO)
395,Youth Moving On (YMO) Peer Resource Center,youthmovingon.org,91104,"456 E Orange Grove  Suite 140 Pasadena, CA",,626.765.6010,,"The Youth Moving On Peer Resource Center is a safe, welcoming environment to serve transition-age youth (TAY ages 16-25). This center uses a peer-led, peer-driven approach to highlight each person’s right to self-determination. We assist youth in their transition into stable and successful adult living. Many youth accessing services are former foster youth who may be homeless, at risk of homelessness, or lack support and resources. Ensuring that their basic needs are met is often the first step to achieve stability and help youth build healthy relationships. Individualized case management is a staple of our work, linking youth with necessary resources to support them with their current and long-term goals.  We offer workshops and groups such as career planning, professional development, health and wellness, social skills, and independent living. We also provide basic needs such as therapeutic services, educational support, clothing, hygiene products, and school supplies. Gaining access to services can be difficult, however we strive to minimize these barriers for youth and provide a “one-stop-shop” for centralized services and support. Services Included: Individualized Case Management; Well-being & Mental Health Groups; Job Skills Workshops; Career & Educational Planning; Life Skills Development; Linkage to Resources; Computer Lab and Internet Access; Centralized Support Services; Food; Hygiene Products; and School Supplies.",Jessica Petras626.765.6010jpetras@hillsides.org,"TAY, ages 16-25","Call the Peer Resource Center: 626.765.6010  to attend an orientation, Thursdays at 4:00 PM.",Living,Food|Transportation,Youth Moving On (YMO)
396,Youth Moving On (YMO) Permanent Housing,youthmovingon.org,91104,"456 E Orange Grove  Suite 140 Pasadena, CA",,626.765.6010,,"After years of offering transitional housing to transition-age youth (TAY 16—25), youth inspired us to offer more pathways to permanency.  Through valued partnerships, we added affordable, supportive permanent housing to complement the other programs within our continuum of care.  TAY benefit from living in their own apartment for additional two years with support services that—include but are not limited to—workforce development, health and wellness, and life skills. Participants in both transitional and permanent housing have access to: Scholarships; On-site tutoring; Workforce development; Substance abuse counseling; Mentors; Financial literacy training; Therapeutic services; Gym memberships & much more.",Jessica Petras626.765.6010jpetras@hillsides.org,"TAY, ages 16-25","Call the Peer Resource Center: 626.765.6010  to attend an orientation, Thursdays at 4:00 PM.",Living,Permanent Housing,Youth Moving On (YMO)
397,Youth Moving On (YMO),youthmovingon.org,91104,"456 E Orange Grove  Suite 140 Pasadena, CA",,626.765.6010,,"The YMO Job Developer offers classes weekly in hard and soft job skill development with pathways to employment so youth can access paid internships across various career paths. Our workforce development curriculum was created with the support of The Deutsch Foundation and the expertise of Columbia University’s School of Social Work to help youth to become valued workers and competitive in today’s labor market.  In addition, we have over 20 businesses and organizations that provide viable internships to our youth with options for long-term employment and livable wages throughout San Gabriel Valley and the greater Los Angeles area. This is a place where preparation and opportunity meet. YMO offers two types of paid internship programs: job readiness and career tracks. Youth receive training that increases their competency and makes them a greater asset to the workforce and themselves.  Unemployed or underemployed youth benefit from individual and group training, job matching, and a Job Development Specialist that talks directly to employers about the youth’s strengths and areas for development. Read more here: http://www.youthmovingon.org/services/workforce-development",Jessica Petras626.765.6010jpetras@hillsides.org,"TAY, ages 16-25","Call the Peer Resource Center: 626.765.6010  to attend an orientation, Thursdays at 4:00 PM.",Work,Job Training,Youth Moving On (YMO)
398,Pacific Clincs,http://www.pacificclinics.org/,91107,"2550 E Foothill Blvd Pasadena, CA",,626.255.5874,,,Amber Roth 626.255.5874,Age 18-21; must be homeless,,Living,Shelters,Pacific Clincs
399,Rosemary's Children's Services,http://www.rosemarychildren.org/,91107,"36 S Kinneloa Ave Ste. 200 Pasadena, CA",,626.844.3033,,,Tracey Alveraz   626.844.3033,Ages 18-24 Youth must have aged-out.,,Living,Shelters,Rosemary's Children's Services
400,Beacon Housing- Lowe House,,91103,"1631 Navarro Ave. Pasadena, CA",,323.256.6975,,,,,,Living,Shelters,Beacon Housing- Lowe House
401,Homeless Adult Center,,91105,"412 S. Raymond Avenue Pasadena, CA",,,,,,,,Living,Shelters,Homeless Adult Center
402,First Place for Youth,firstplaceforyouth.org,90010,"3530 Wilshire Blvd Los Angeles, CA",,213.835.2700,,"We support young people in finding a safe place to live, get their first job, and keep going in school. Together, our four programs at First Place provide California’s most vulnerable young people with the tools they need to reach their full potential in school, work, and life.",Danyelle Chambers213.835.2706,Ages 18-24,,Living,Transitional Housing,First Place for Youth
403,First Place for Youth,firstplaceforyouth.org,90010,"3530 Wilshire Blvd Los Angeles, CA",,213.835.2700,,"We support young people in finding a safe place to live, get their first job, and keep going in school. Together, our four programs at First Place provide California’s most vulnerable young people with the tools they need to reach their full potential in school, work, and life.",Danyelle Chambers213.835.2706,Ages 18-24,,Work,Job Training,First Place for Youth
404,UFC‐Pathways to Independence (Whittier and Inglewood)*,http://www.unitedfriends.org/programs/housing/pathways,90017,"1055 Wilshire Blvd., Suite 1955 Los Angeles, CA",,213.580.1822,,"Pathways provides former foster youth with 18 months of housing in their own apartments. The program requires increasing levels of responsibility and challenges youth to maintain employment and develop money management skills, while at the same time allowing them a “grace-period” to build these skills and habits","Yvonne Chang, MSW                         213.580.1822",Ages 18-23,,Living,Transitional Housing,United Friends of the Children (UFC)
405,Volunteers of America-Women's Care Cottage,,zip not provided,address not provided,,818.623.0209,,"Residential and non-residential programs that serve as many as 4,000 people annually. Services include emergency and transitional shelter, job placement services, corrections programs, and addiction counseling for men and women",,,,Living,Shelters|Transitional Housing,Volunteers of America-Women's Care Cottage
